url,video_id,upload_time,title,description
https://www.youtube.com/watch?v=PZ-GvIOhcf8,PZ-GvIOhcf8,2021-03-24T13:00:06Z,How to Control Stress in Real-Time | Huberman Lab Quantal Clip,"Here I describe direct biological connections between our breathing, our brain and our heart rate. This can be used to quickly ..."
https://www.youtube.com/watch?v=rBdhqBGqiMc,rBdhqBGqiMc,2021-04-07T14:00:18Z,Reduce Anxiety &amp; Stress with the Physiological Sigh | Huberman Lab Quantal Clip,"Here, I describe ""Physiological Sighs,"" a pattern of breathing of two inhales followed by an extended exhale. This pattern of ..."
https://www.youtube.com/watch?v=dicP_kA-RA0,dicP_kA-RA0,2023-05-31T12:00:26Z,"AMA #7: Cold Exposure, Maximizing REM Sleep &amp; My Next Scientific Studies","Welcome to a preview of the seventh Ask Me Anything (AMA) episode, part of the Huberman Lab Premium subscription."
https://www.youtube.com/watch?v=cp9GXl9Qk_s,cp9GXl9Qk_s,2023-03-24T12:00:22Z,"AMA #5: Intrusive Thoughts, CGMs, Behavioral Change, Naps &amp; NSDR","Welcome to a preview of the fifth Ask Me Anything (AMA) episode, part of the Huberman Lab Premium subscription."
https://www.youtube.com/watch?v=uWV9a3zEaL4,uWV9a3zEaL4,2023-04-27T12:00:40Z,"AMA #6: Eye Health, Why We Yawn &amp; Increasing Motivation","Welcome to a preview of the sixth Ask Me Anything (AMA) episode, part of the Huberman Lab Premium subscription."
https://www.youtube.com/watch?v=FE0lTEUa7EY,FE0lTEUa7EY,2023-06-23T17:00:16Z,"AMA #8: Balancing Caffeine, Decision Fatigue &amp; Social Isolation","Welcome to a preview of the eighth Ask Me Anything (AMA) episode, part of the Huberman Lab Premium subscription."
https://www.youtube.com/watch?v=p3JLaF_4Tz8,p3JLaF_4Tz8,2021-08-16T12:00:26Z,Dr. Anna Lembke: Understanding &amp; Treating Addiction | Huberman Lab Podcast #33,"This episode I interview Dr. Anna Lembke, MD, Chief of the Stanford Addiction Medicine Dual Diagnosis Clinic at Stanford ..."
https://www.youtube.com/watch?v=HoH93judXmE,HoH93judXmE,2023-07-28T12:00:14Z,"AMA #9: Kratom Risks, Does Infrared Sauna Work &amp; Journaling Benefits","Welcome to a preview of the ninth Ask Me Anything (AMA) episode, part of the Huberman Lab Premium subscription."
https://www.youtube.com/watch?v=H-XfCl-HpRM,H-XfCl-HpRM,2021-01-04T16:00:44Z,How Your Nervous System Works &amp; Changes,"Today's episode provides an introduction to how the nervous system works to create sensations, perceptions, emotions, thoughts ..."
https://www.youtube.com/watch?v=VQLU7gpk_X8,VQLU7gpk_X8,2021-06-07T12:00:11Z,How To Build Endurance In Your Brain &amp; Body,This episode I discuss endurance: our ability to perform effort over extended amounts of time. I describe the four kinds of ...
